id,codi_ine
787,43013
788,43013
789,43013
790,43013
791,43013
792,43013
793,43013
794,43013
795,43013
796,43140
797,43013
798,8170
799,43089
800,43013
801,43013
802,43013
803,43013
804,43013
805,43013
806,43013
807,43013
808,43013
809,43104
810,43133
811,43155
812,43096
813,43155
814,43155
815,43014
816,43063
817,43136
818,43136
819,43093
820,43026
821,43060
822,43177
823,43048
824,43064
825,43175
826,43125
827,17188
828,25020
829,17181
830,17181
831,17181
832,8253
833,8031
834,8162
835,17094
836,17099
837,25110
838,25110
839,8135
840,8179
841,8260
842,8246
843,8259
844,17027
845,17233
846,8233
847,17101
848,17116
849,17146
850,17148
851,17164
852,17194
853,8120
854,8267
855,8292
856,8161
857,25019
858,25228
859,25007
860,43030
861,43101
862,25164
863,25167
864,25167
865,8164
866,25174
867,25179
868,8175
869,8176
870,8178
871,25189
872,8190
873,8195
874,8229
875,8189
876,8258
877,8192
878,25200
879,25035
880,25204
881,25133
882,8078
883,8049
884,43059
885,8142
886,8027
887,8165
888,8302
889,17023
890,8276
891,8033
892,8093
893,25111
894,17023
895,25910
896,43147
897,43906
898,17023
899,17023
900,17023
901,17023
902,17130
903,25010
904,25013
905,8197
906,8230
907,25093
908,17023
909,17023
910,17023
911,8062
912,17023
913,17023
914,17160
915,25094
916,25112
917,17160
918,17160
919,17160
920,17160
921,17040
922,17160
923,17160
924,17181
925,17181
926,17181
927,17181
928,17181
929,17181
930,17181
931,8247
932,17181
933,17191
934,17203
935,43108
936,17002
937,17038
938,17079
939,43165
940,17030
941,17120
942,8283
943,8283
944,8047
945,17062
946,17062
947,17062
948,17062
949,17062
950,25109
951,17117
952,8055
953,17117
954,17212
955,17117
956,17117
957,17117
958,17023
959,17023
960,17023
961,17023
962,17023
963,17023
964,17023
965,17117
966,17117
967,17198
968,17217
969,17004
970,43061
971,8090
972,17080
973,25100
974,8123
975,8169
976,17117
977,8200
978,8211
979,8217
980,17117
981,43050
982,8244
983,17117
984,17117
985,43012
986,17117
987,25155
988,25239
989,25239
990,25185
991,8063
992,25185
993,17126
994,17137
995,25059
996,17141
997,17114
998,17147
999,17034
1000,17034
1001,43100
1002,17117
1003,8137
1004,25043
1005,17023
1006,17023
1007,8097
1008,17023
1009,8055
1010,43074
1011,17023
1012,17183
1013,17184
1014,17200
1015,17186
1016,43126
1017,8108
1018,17023
1019,17023
1020,17023
1021,17023
1022,8171
1023,8171
1024,17023
1025,17023
1026,17117
1027,17117
1028,17117
1029,43143
1030,17160
1031,17160
1032,17160
1033,17160
1034,17160
1035,17160
1036,17192
1037,17170
1038,17177
1039,17224
1040,17160
1041,17160
1042,17160
1043,17160
1044,17160
1045,17160
1046,17160
1047,17018
1048,8216
1049,17007
1050,17117
1051,17118
1052,17118
1053,17118
1054,17157
1055,17118
1056,17118
1057,17118
1058,17118
1059,17118
1060,17118
1061,17118
1062,43024
1063,17118
1064,17118
1065,43073
1066,17118
1067,17118
1068,17118
1069,17118
1070,17118
1071,17118
1072,17118
1073,17118
1074,17118
1075,17118
1076,17118
1077,17118
1078,17118
1079,17118
1080,17118
1081,8053
1082,25205
1083,8226
1084,8250
1085,17152
1086,17152
1087,17152
1088,8008
1089,17152
1090,17152
1091,17115
1092,8061
1093,25075
1094,17152
1095,17152
1096,17152
1097,17152
1098,17210
1099,17118
1100,17221
1101,17223
1102,17226
1103,17118
1104,17118
1105,17118
1106,17118
1107,17118
1108,17118
1109,17118
1110,17118
1111,17118
1112,17118
1113,17118
1114,17118
1115,17160
1116,17160
1117,25901
1118,17160
1119,17160
1120,17160
1121,17023
1122,17023
1123,8291
1124,8300
1125,8290
1126,8238
1127,8187
1128,8014
1129,43130
1130,8274
1131,8255
1132,8225
1133,17023
1134,17023
1135,17023
1136,17023
1137,17023
1138,17023
1139,17023
1140,17023
1141,17023
1142,8151
1143,8151
1144,25136
1145,8074
1146,25136
1147,43091
1148,43160
1149,8146
1150,17118
1151,17118
1152,8099
1153,17118
1154,17118
1155,8099
1156,8042
1157,43049
1158,43171
1159,17118
1160,17118
1161,8107
1162,17037
1163,17118
1164,17103
1165,17213
1166,17118
1167,8122
1168,8286
1169,8104
1170,8224
1171,25037
1172,25062
1173,25062
1174,17118
1175,25067
1176,17118
1177,43158
1178,43152
1179,43168
1180,43172
1181,17118
1182,17903
1183,17160
1184,17160
1185,17160
1186,17160
1187,17160
1188,8166
1189,8125
1190,8125
1191,43121
1192,25058
1193,25058
1194,43901
1195,8024
1196,8092
1197,8181
1198,17158
1199,8016
1200,8016
1201,17901
1202,43020
1203,8177
1204,8188
1205,8299
1206,8903
1207,8102
1208,8119
1209,8139
1210,8153
1211,8219
1212,17152
1213,8262
1214,8043
1215,43106
1216,8095
1217,25079
1218,8109
1219,43068
1220,43071
1221,8117
1222,43044
1223,17152
1224,17152
1225,8124
1226,25908
1227,8303
1228,17152
1229,17152
1230,43902
1231,17152
1232,17111
1233,8149
1234,8160
1235,8243
1236,8271
1237,17012
1238,17121
1239,17077
1240,8069
1241,17014
1242,17118
1243,17118
1244,25041
1245,17118
1246,25041
1247,17118
1248,17118
1249,17118
1250,17228
1251,17230
1252,17222
1253,17196
1254,17075
1255,17081
1256,17118
1257,17118
1258,17118
1259,17118
1260,43029
1261,8028
1262,8044
1263,8071
1264,17118
1265,17118
1266,8060
1267,17118
1268,17118
1269,17118
1270,17118
1271,17118
1272,17118
1273,17118
1274,17118
1275,17118
1276,17118
1277,17118
1278,17118
1279,8029
1280,17152
1281,17152
1282,17152
1283,17152
1284,17152
1285,17152
1286,17152
1287,17152
1288,17152
1289,17152
1290,17152
1291,17152
1292,17152
1293,17152
1294,17152
1295,17152
1296,43122
1297,43032
1298,17152
1299,17160
1300,17160
1301,17160
1302,17160
1303,17160
1304,25903
1305,17151
1306,17168
1307,8289
1308,8301
1309,8231
1310,25005
1311,17046
1312,8252
1313,8270
1314,8147
1315,25039
1316,17119
1317,17175
1318,17128
1319,17129
1320,17176
1321,17178
1322,25074
1323,17052
1324,43004
1325,8202
1326,8277
1327,8136
1328,8045
1329,25012
1330,17013
1331,17185
1332,17034
1333,17034
1334,17034
1335,17034
1336,17034
1337,25247
1338,17034
1339,17034
1340,17034
1341,17034
1342,25247
1343,17092
1344,25052
1345,25052
1346,25102
1347,25122
1348,25125
1349,25156
1350,25156
1351,25904
1352,8004
1353,17011
1354,17234
1355,17047
1356,17092
1357,17092
1358,17092
1359,17092
1360,17092
1361,25128
1362,25128
1363,17092
1364,17092
1365,17092
1366,25017
1367,17013
1368,17013
1369,17013
1370,17013
1371,17013
1372,17013
1373,17013
1374,17013
1375,17013
1376,17013
1377,17118
1378,17118
1379,17118
1380,17118
1381,17118
1382,17118
1383,17118
1384,17118
1385,17118
1386,17118
1387,17118
1388,17118
1389,17118
1390,17118
1391,17118
1392,17118
1393,17118
1394,17118
1395,17140
1396,17140
1397,17140
1398,17140
1399,17140
1400,17008
1401,17095
1402,17095
1403,17095
1404,17095
1405,17095
1406,17095
1407,17013
1408,17013
1409,17092
1410,25138
1411,17092
1412,8037
1413,25089
1414,17092
1415,17092
1416,17013
1417,17013
1418,17013
1419,17013
1420,17013
1421,17013
1422,17013
1423,17092
1424,17092
1425,17092
1426,17092
1427,17092
1428,25068
1429,17092
1430,17092
1431,17092
1432,17092
1433,43017
1434,17092
1435,8294
1436,25114
1437,8214
1438,17013
1439,17013
1440,17013
1441,17013
1442,17013
1443,17013
1444,17013
1445,17013
1446,17013
1447,17013
1448,8128
1449,43077
1450,43078
1451,8240
1452,8091
1453,17095
1454,17095
1455,17095
1456,17095
1457,17095
1458,8184
1459,8268
1460,43018
1461,17013
1462,17013
1463,17013
1464,17013
1465,17013
1466,17013
1467,17013
1468,17013
1469,17013
1470,17013
1471,17013
1472,17013
1473,17013
1474,8249
1475,8272
1476,25220
1477,17201
1478,17205
1479,25038
1480,17153
1481,43019
1482,25057
1483,25057
1484,17013
1485,17013
1486,17013
1487,17034
1488,17034
1489,17034
1490,17034
1491,17197
1492,17034
1493,17034
1494,17070
1495,43904
1496,17142
1497,17150
1498,17092
1499,17092
1500,17092
1501,17092
1502,17092
1503,17092
1504,17092
1505,17220
1506,25244
1507,17092
1508,17092
1509,17092
1510,17095
1511,8148
1512,17095
1513,17095
1514,17095
1515,17095
1516,17095
1517,17095
1518,25015
1519,17032
1520,25022
1521,17032
1522,17032
1523,17032
1524,17032
1525,17032
1526,17032
1527,17032
1528,25170
1529,17013
1530,17013
1531,17013
1532,17013
1533,17013
1534,17013
1535,17013
1536,17013
1537,17013
1538,17095
1539,17095
1540,17095
1541,17095
1542,17095
1543,17095
1544,17095
1545,17095
1546,17095
1547,17095
1548,43163
1549,43090
1550,43037
1551,43016
1552,43016
1553,8056
1554,17013
1555,17013
1556,17013
1557,17013
1558,17013
1559,17013
1560,17013
1561,17013
1562,17095
1563,17095
1564,17095
1565,17095
1566,17069
1567,17095
1568,17095
1569,8100
1570,43079
1571,25069
1572,43070
1573,43124
1574,17013
1575,17013
1576,8039
1577,17013
1578,17013
1579,17013
1580,17013
1581,17013
1582,17013
1583,17013
1584,17013
1585,25027
1586,43041
1587,8133
1588,17095
1589,17095
1590,17095
1591,17032
1592,17032
1593,17032
1594,17032
1595,25196
1596,25201
1597,17189
1598,25073
1599,17095
1600,25006
1601,17028
1602,17202
1603,43038
1604,43123
1605,43007
1606,43015
1607,43031
1608,43039
1609,43178
1610,43002
1611,43027
1612,43023
1613,43055
1614,43069
1615,43035
1616,43085
1617,43082
1618,43907
1619,43047
1620,8158
1621,25014
1622,8180
1623,25023
1624,25120
1625,8196
1626,17031
1627,17031
1628,8204
1629,8066
1630,17057
1631,25240
1632,25232
1633,25254
1634,25096
1635,43148
1636,43131
1637,43176
1638,8111
1639,8111
1640,17032
1641,17032
1642,17140
1643,17140
1644,17140
1645,17140
1646,17140
1647,17140
1648,25906
1649,17092
1650,17092
1651,17092
1652,17092
1653,17092
1654,17066
1655,17095
1656,17095
1657,17095
1658,17032
1659,17093
1660,17100
1661,8242
1662,17096
1663,17096
1664,17097
1665,17140
1666,17140
1667,17140
1668,17140
1669,17140
1670,17140
1671,17140
1672,43113
1673,43021
1674,8143
1675,17042
1676,8054
1677,43042
1678,8072
1679,8073
1680,25029
1681,8077
1682,8089
1683,25118
1684,25119
1685,25119
1686,25169
1687,25219
1688,8157
1689,17013
1690,17112
1691,17125
1692,17013
1693,17043
1694,17013
1695,17013
1696,17013
1697,17013
1698,17013
1699,17013
1700,17076
1701,17095
1702,8003
1703,8098
1704,8022
1705,17095
1706,8121
1707,8281
1708,17095
1709,17095
1710,17095
1711,17095
1712,17095
1713,17095
1714,17216
1715,17095
1716,17095
1717,17095
1718,17095
1719,17032
1720,17032
1721,17032
1722,17032
1723,17032
1724,17032
1725,17032
1726,17032
1727,17032
1728,17032
1729,43092
1730,43153
1731,17034
1732,17034
1733,17034
1734,17034
1735,17034
1736,17034
1737,17034
1738,17140
1739,17140
1740,17140
1741,17140
1742,17140
1743,17140
1744,17140
1745,17140
1746,17140
1747,25176
1748,25098
1749,17095
1750,25911
1751,17095
1752,17095
1753,17095
1754,17095
1755,17095
1756,17095
1757,17095
1758,17032
1759,17095
1760,17095
1761,17095
1762,17095
1763,25040
1764,25055
1765,17032
1766,8116
1767,8112
1768,17166
1769,43141
1770,17025
1771,25086
1772,43139
1773,17173
1774,8304
1775,8273
1776,17029
1777,8081
1778,17193
1779,8212
1780,17034
1781,17034
1782,17034
1783,43132
1784,17032
1785,25104
1786,25040
1787,25143
1788,25152
1789,8174
1790,8174
1791,43034
1792,43001
1793,17034
1794,43010
1795,17034
1796,17140
1797,17140
1798,17140
1799,17140
1800,17140
1801,17140
1802,17140
1803,17078
1804,17092
1805,43052
1806,8009
1807,17132
1808,17140
1809,17140
1810,17140
1811,17140
1812,17140
1813,17140
1814,17095
1815,17095
1816,17095
1817,17140
1818,17140
1819,17095
1820,17095
1821,17095
1822,17095
1823,17095
1824,8057
1825,25064
1826,8052
1827,17095
1828,17095
1829,17095
1830,17095
1831,17095
1832,17095
1833,17032
1834,17032
1835,17032
1836,17032
1837,17087
1838,17032
1839,17013
1840,17013
1841,17013
1842,17013
1843,17013
1844,17013
1845,17902
1846,17034
1847,25132
1848,25197
1849,17140
1850,17140
1851,17140
1852,17140
1853,17140
1854,17140
1855,17140
1856,43045
1857,43119
1858,17095
1859,43028
1860,8017
1861,17095
1862,17095
1863,17095
1864,17095
1865,43006
1866,17032
1867,17032
1868,17032
1869,17032
1870,17032
1871,17032
1872,17032
1873,25163
1874,25166
1875,17034
1876,17034
1877,17034
1878,17034
1879,17034
1880,17034
1881,17034
1882,17034
1883,17140
1884,17140
1885,17140
1886,25221
1887,17140
1888,17140
1889,43115
